Type Ligne,Structure,Identifiant de l'élément,Statut de l'élément,Unité français,Nom base français,Nom attribut français,Nom frontière français,Electricité > Mix réseau électrique > Autres pays du monde,Tags français,Localisation géographique,Sous-localisation géographique français,Date de création,Date de modification,Période de validité,Incertitude,Réglementations,Transparence,Qualité,Qualité TeR,Qualité GR,Qualité TiR,Qualité C,Qualité P,Qualité M,Commentaire français,Type poste,Nom poste français,Total poste non décomposé,CO2f,CH4f,CH4b,N2O
Poste,élément décomposé par poste,26794,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : Transports,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,01",,,,
Poste,élément décomposé par poste,26794,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : Transports,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0312",,,,
Poste,élément décomposé par poste,26794,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : Transports,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0063",,,,
Elément,élément décomposé par poste,26794,Valide générique,kgCO2e/kWh,Electricité - 2013,usage : Transports,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2013,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0475",,,,
Poste,élément décomposé par poste,26795,Valide générique,kgCO2e/kWh,Electricité - 2014,mix moyen,consommation,Electricité > Mix réseau électrique > France continentale > Moyen,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2014,10%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,combustibles,"0,0126",,,,
Poste,élément décomposé par poste,26795,Valide générique,kgCO2e/kWh,Electricité - 2014,mix moyen,consommation,Electricité > Mix réseau électrique > France continentale > Moyen,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2014,10%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0522",,,,
Poste,élément décomposé par poste,26795,Valide générique,kgCO2e/kWh,Electricité - 2014,mix moyen,consommation,Electricité > Mix réseau électrique > France continentale > Moyen,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2014,10%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0073",,,,
Elément,élément décomposé par poste,26795,Valide générique,kgCO2e/kWh,Electricité - 2014,mix moyen,consommation,Electricité > Mix réseau électrique > France continentale > Moyen,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2014,10%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0721",,,,
Poste,élément décomposé par poste,26796,Valide générique,kgCO2e/kWh,Electricité - 2014,usage : Autres (BTP. recherche. armée. etc.),consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2014,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0098",,,,
Poste,élément décomposé par poste,26796,Valide générique,kgCO2e/kWh,Electricité - 2014,usage : Autres (BTP. recherche. armée. etc.),consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2014,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0288",,,,
Poste,élément décomposé par poste,26796,Valide générique,kgCO2e/kWh,Electricité - 2014,usage : Autres (BTP. recherche. armée. etc.),consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2014,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0062",,,,
Elément,élément décomposé par poste,26796,Valide générique,kgCO2e/kWh,Electricité - 2014,usage : Autres (BTP. recherche. armée. etc.),consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2014,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0448",,,,
Poste,élément décomposé par poste,26797,Valide générique,kgCO2e/kWh,Electricité - 2014,usage : chauffage,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2014,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0258",,,,
Poste,élément décomposé par poste,26797,Valide générique,kgCO2e/kWh,Electricité - 2014,usage : chauffage,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2014,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,162",,,,
Poste,élément décomposé par poste,26797,Valide générique,kgCO2e/kWh,Electricité - 2014,usage : chauffage,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2014,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0062",,,,
Elément,élément décomposé par poste,26797,Valide générique,kgCO2e/kWh,Electricité - 2014,usage : chauffage,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2014,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,194",,,,
Poste,élément décomposé par poste,26798,Valide générique,kgCO2e/kWh,Electricité - 2014,usage : Climatisation tertiaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2014,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0104",,,,
Poste,élément décomposé par poste,26798,Valide générique,kgCO2e/kWh,Electricité - 2014,usage : Climatisation tertiaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2014,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0338",,,,
Poste,élément décomposé par poste,26798,Valide générique,kgCO2e/kWh,Electricité - 2014,usage : Climatisation tertiaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2014,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0062",,,,
Elément,élément décomposé par poste,26798,Valide générique,kgCO2e/kWh,Electricité - 2014,usage : Climatisation tertiaire,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2014,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",,,"0,0504",,,,
Poste,élément décomposé par poste,26799,Valide générique,kgCO2e/kWh,Electricité - 2014,usage : Cuisson résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2014,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Amont,,"0,0122",,,,
Poste,élément décomposé par poste,26799,Valide générique,kgCO2e/kWh,Electricité - 2014,usage : Cuisson résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2014,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Combustion à la centrale,,"0,0487",,,,
Poste,élément décomposé par poste,26799,Valide générique,kgCO2e/kWh,Electricité - 2014,usage : Cuisson résidentiel,consommation,Electricité > Mix réseau électrique > France continentale > Découpage par usage,Electricité France continentale,France continentale,France continentale,Decembre 2018,Decembre 2018,Année 2014,30%,Données de l'article L229-25 de la loi TECV,,,,,,,,,"<p>L'amont comprend ici : l'amont des combustibles, l'amortissement de la centrale et les émissions annexes de fonctionnement</p>",Transport et distribution,Pertes,"0,0062",,,,
