Type Ligne,Identifiant de l'élément,Structure,Statut de l'élément,Nom base français,Nom attribut français,Nom frontière français,Code de la catégorie,Tags français,Unité français,Contributeur,Programme,Url du programme,Source,Localisation géographique,Sous-localisation géographique français,Date de création,Date de modification,Période de validité,Incertitude,Réglementations,Transparence,Qualité,Qualité TeR,Qualité GR,Qualité TiR,Qualité C,Qualité P,Qualité M,Commentaire français,Type poste,Nom poste français,Total poste non décomposé,CO2f,CH4f,CH4b,N2O,Code gaz supplémentaire 1,Valeur gaz supplémentaire 1,Code gaz supplémentaire 2,Valeur gaz supplémentaire 2,Code gaz supplémentaire 3,Valeur gaz supplémentaire 3,Code gaz supplémentaire 4,Valeur gaz supplémentaire 4,Code gaz supplémentaire 5,Valeur gaz supplémentaire 5,Autres GES,CO2b
Elément,25487,élément non décomposé,Valide générique,Fruit (ou légume),"générique, importé par avion, saison ou hors-saison",poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Fruits","légume, fruit, FRUITS, LEGUMES, agroalimentaire, ingrédients, food GES",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>Pour certains produits tropicaux (ex ananas), ou à contre saison (ex: cerise). Basé sur la mangue.</p>",,,21.9,,,,,,,,,,,,,,,,
Elément,25488,élément non décomposé,Valide générique,Fruit (ou légume),"générique,  de saison, produit localement",poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Fruits","légume, fruit, FRUITS, LEGUMES, agroalimentaire, ingrédients, food GES",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,<p>Basé sur la pomme</p>,,,0.259,,,,,,,,,,,,,,,,
Elément,25489,élément non décomposé,Valide générique,Huile de tournesol,poids net en magasin,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Epicerie","huile, Tournesol, agroalimentaire, ingrédients, food GES, épicerie",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,,,,1.62,,,,,,,,,,,,,,,,
Elément,25490,élément non décomposé,Valide générique,Huile d'olive,poids net en magasin,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Epicerie","huile, agroalimentaire, ingrédients, food GES, olive, épicerie",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,<p>Origine Espagne</p>,,,2.6,,,,,,,,,,,,,,,,
Elément,25491,élément non décomposé,Valide générique,Huile de colza,poids net en magasin,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Epicerie","Colza, huile, agroalimentaire, ingrédients, food GES, épicerie",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,,,,2.24,,,,,,,,,,,,,,,,
Elément,25492,élément non décomposé,Valide générique,Margarine,poids net en magasin,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Epicerie","beurre, agroalimentaire, ingrédients, food GES, épicerie, margarine",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,,,,2.74,,,,,,,,,,,,,,,,
Elément,25493,élément non décomposé,Valide générique,Chocolat,"noir, en morceau",poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Epicerie","agroalimentaire, ingrédients, food GES, épicerie, chocolat",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,,,,4.87,,,,,,,,,,,,,,,,
Elément,25494,élément non décomposé,Valide générique,Chocolat,"au lait, en morceau",poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Epicerie","agroalimentaire, ingrédients, food GES, épicerie, chocolat",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,,,,5.87,,,,,,,,,,,,,,,,
Elément,25495,élément non décomposé,Valide générique,Chocolat,"blanc, en morceau",poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Epicerie","agroalimentaire, ingrédients, food GES, épicerie, chocolat",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,,,,6.46,,,,,,,,,,,,,,,,
Elément,25496,élément non décomposé,Valide générique,Chocolat,"en poudre, non sucré",poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Epicerie","agroalimentaire, ingrédients, food GES, épicerie, chocolat",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,,,,4.7,,,,,,,,,,,,,,,,
Elément,25497,élément non décomposé,Valide générique,Vinaigre de vin,poids net en magasin,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Epicerie","agroalimentaire, ingrédients, food GES, épicerie, vinaigre",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>1,2 kg de raisin pour faire 1 Litre de Vinaigre de vin</p>",,,4.17,,,,,,,,,,,,,,,,
Elément,25498,élément non décomposé,Valide générique,Pâte à tarte,poids net en magasin,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Epicerie","agroalimentaire, ingrédients, food GES, épicerie, pate, Tarte",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>0,090 kg de sucre et 0,3 de beurre  sont rajoutés à l'amont de la pâte à tarte</p>",,,7.29,,,,,,,,,,,,,,,,
Elément,25499,élément non décomposé,Valide générique,Gousse de Vanille,poids net en magasin,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Epicerie","Vanille, agroalimentaire, ingrédients, food GES, épicerie, gousse, gousses",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,,,,2.61,,,,,,,,,,,,,,,,
Elément,25500,élément non décomposé,Valide générique,Glace à la vanille,poids net en magasin,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Epicerie","Vanille, agroalimentaire, ingrédients, food GES, épicerie, Glace, glaces",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,,,,1.51,,,,,,,,,,,,,,,,
Elément,25501,élément non décomposé,Valide générique,Ketchup,poids net en magasin,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Epicerie","agroalimentaire, ingrédients, food GES, sauce, épicerie, ketchup",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>0,660 kg de Pâte de tomate et 0,340 kg de sucre de canne</p>",,,2.4,,,,,,,,,,,,,,,,
Elément,25502,élément non décomposé,Valide générique,Sucre,"de betterave, raffiné",poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Epicerie","sucre, agroalimentaire, ingrédients, food GES, épicerie",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,<p>90% de la consommation du sucre en France</p>,,,0.682,,,,,,,,,,,,,,,,
Elément,25503,élément non décomposé,Valide générique,Sucre,de canne,poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Epicerie","sucre, agroalimentaire, ingrédients, food GES, épicerie",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>Canne non responsable de deforestation. Si la canne vient d'une zone de déforestation, il faut x2 le facteur d'émission. Sucre de canne : 10% de la conso de sucre en France.</p>",,,1.28,,,,,,,,,,,,,,,,
Elément,25504,élément non décomposé,Valide générique,Farine,de blé,poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Epicerie","farine, agroalimentaire, ingrédients, food GES, épicerie",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,,,,1.17,,,,,,,,,,,,,,,,
Elément,25505,élément non décomposé,Valide générique,Viennoiseries,pain au chocolat,poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Epicerie","pain, agroalimentaire, ingrédients, food GES, épicerie, chocolat, viennoiseries, croissant",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,<p>Données INRA direct en magasin</p>,,,2.28,,,,,,,,,,,,,,,,
Elément,25506,élément non décomposé,Valide générique,Viennoiseries,Brioche industrielle préemballée,poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Epicerie","agroalimentaire, ingrédients, food GES, épicerie, viennoiseries, brioche",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,<p>Données INRA direct en magasin</p>,,,2.87,,,,,,,,,,,,,,,,
Elément,25507,élément non décomposé,Valide générique,Biscuit,au beurre,poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Epicerie","agroalimentaire, ingrédients, food GES, épicerie, biscuit, biscuits",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,"<p>0,400 kg de sucre et de beurre sont rajoutés</p>",,,4.5,,,,,,,,,,,,,,,,
Elément,25517,élément non décomposé,Valide générique,Sel,poids net en magasin,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Condiments","agroalimentaire, ingrédients, food GES, sel, condiment, condiments",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,,,,0.544,,,,,,,,,,,,,,,,
Elément,25518,élément non décomposé,Valide générique,Moutarde,poids net en magasin,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Condiments","agroalimentaire, ingrédients, food GES, sauce, condiment, condiments, moutarde",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,,,,3.27,,,,,,,,,,,,,,,,
Elément,25519,élément non décomposé,Valide générique,Épices,poids net en magasin,,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Condiments","épice, agroalimentaire, ingrédients, food GES, condiment, condiments, épices",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,,,,2.19,,,,,,,,,,,,,,,,
Elément,25520,élément non décomposé,Valide générique,Anis,Badiane,poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Condiments","agroalimentaire, ingrédients, food GES, condiment, condiments, anis, badiane",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,,,,2.73,,,,,,,,,,,,,,,,
Elément,25521,élément non décomposé,Valide générique,Piment et poivre,sec,poids net en magasin,"Achats de biens > Produits agro-alimentaires, plats préparés et boissons > Ingrédients > Ingrédients selon masse achetée en magasin > Condiments","agroalimentaire, ingrédients, food GES, condiment, condiments, piment, piments, poivre, baies",kgCO2e/kg d'ingrédient en sortie de magasin (poids net),ADEME,Food GES,,,France continentale,France continentale,Juin 2016,Août 2016,janv-19,30%,,2/4,2.8/4,Suffisante/acceptable,Très bonne,Très bonne,Suffisante/acceptable,Peu suffisante,Suffisante/acceptable,,,,3.36,,,,,,,,,,,,,,,,
